Date,Open,High,Low,Close,Volume
2019-12-25,160.82,161.31,160.33,161.25,4672439
2019-12-26,164.41,164.43,162.86,164.03,2063055
2019-12-27,169.39,170.06,168.17,169.07,2362771
2019-12-30,166.3,167.02,165.51,166.29,1824848
2019-12-31,163.29,163.84,162.21,163.8,6069698
2020-01-01,168.04,168.35,167.55,167.95,5449780
2020-01-02,167.5,169.14,166.45,167.55,7735496
2020-01-03,171.11,172.97,170.67,172.02,1780462
2020-01-06,169.85,172.47,167.18,170.86,2461288
2020-01-07,176.01,176.42,175.49,175.61,4189902
2020-01-08,174.42,177.66,174.25,176.26,5543679
2020-01-09,177.46,179.1,176.44,177.31,1910554
2020-01-10,182.27,182.74,180.21,182.62,2482841
2020-01-13,182.61,184.33,180.4,181.66,3950589
2020-01-14,178.47,179.02,177.59,178.82,1126048
2020-01-15,178.04,179.44,176.24,177.57,3766922
2020-01-16,178.9,179.56,178.84,179.18,6309879
2020-01-17,174.41,174.9,173.27,174.33,4686477
2020-01-20,176.95,178.37,174.87,176.43,4038032
2020-01-21,174.45,175.76,173.71,174.78,4415413
2020-01-22,179.15,179.51,177.62,178.44,7627508
2020-01-23,170.22,171.79,168.53,170.9,4643061
2020-01-24,168.65,169.48,167.32,168.45,4740001
2020-01-27,163.96,164.13,163.35,163.36,7515711
2020-01-28,161.29,161.63,160.07,160.87,2102380
2020-01-29,162.74,162.89,161.14,161.5,1671749
2020-01-30,160.41,161.29,158.67,160.9,4148421
2020-01-31,159.2,160.34,157.17,160.09,3230085
2020-02-03,158.92,160.18,157.61,159.56,2420242
2020-02-04,160.51,162.05,159.21,160.08,1836526
2020-02-05,157.47,158.46,156.17,157.15,7146204
2020-02-06,159.2,159.92,159.13,159.13,5300040
2020-02-07,160.29,161.56,159.31,161.01,5836322
2020-02-10,162.61,163.34,161.71,162.11,1826591
2020-02-11,162.93,164.89,162.78,163.73,3388671
2020-02-12,165.35,166.38,163.51,164.59,5345819
2020-02-13,172.66,174.42,169.96,170.71,4694742
2020-02-14,170.65,171.6,170.37,170.4,5864175
2020-02-17,169.82,170.07,169.4,169.42,5686361
2020-02-18,166.75,167.29,166.48,167.08,3893356
2020-02-19,162.75,164.34,162.37,163.94,6480004
2020-02-20,159.84,160.79,159.77,160.23,2817376
2020-02-21,156.92,158.39,156.88,157.6,1561030
2020-02-24,156.41,158.0,155.43,157.32,7393634
2020-02-25,159.28,159.39,157.43,158.19,1157631
2020-02-26,158.44,159.64,157.34,158.27,2985682
2020-02-27,156.29,156.45,155.85,156.05,1801168
2020-02-28,158.38,159.89,158.1,158.58,2622811
2020-03-02,160.59,162.32,160.24,160.7,3764974
2020-03-03,160.89,161.58,158.23,160.27,1907264
2020-03-04,158.44,159.59,157.59,158.46,4266946
2020-03-05,160.47,160.94,159.48,160.13,7491270
2020-03-06,160.67,161.62,159.5,160.8,1955231
2020-03-09,156.6,157.5,156.15,156.82,7486082
2020-03-10,155.92,157.54,155.87,156.8,3878071
2020-03-11,156.49,158.08,154.69,157.74,5147200
2020-03-12,155.24,155.47,154.98,155.4,4091359
2020-03-13,156.18,156.75,154.98,156.14,3216435
2020-03-16,151.52,154.04,151.49,152.31,1763629
2020-03-17,156.19,156.53,155.8,156.21,5153378
2020-03-18,159.99,160.17,159.89,159.96,7416619
2020-03-19,158.04,159.95,157.23,159.41,4645517
2020-03-20,160.04,161.92,159.38,160.63,5194021
2020-03-23,154.22,154.81,153.06,153.96,5506205
2020-03-24,151.17,153.03,150.36,150.93,3719748
2020-03-25,149.58,150.35,149.49,150.27,1844198
2020-03-26,147.63,147.68,147.34,147.54,4548350
2020-03-27,150.19,150.47,148.95,149.58,7082494
2020-03-30,155.69,157.59,153.99,155.21,3199382
2020-03-31,152.05,153.05,151.16,152.11,7100278
2020-04-01,149.72,150.18,149.06,150.0,6980317
2020-04-02,150.44,151.54,149.14,150.82,2713630
2020-04-03,155.74,156.25,153.55,155.45,5025105
2020-04-06,152.38,152.43,151.98,152.26,6232887
2020-04-07,153.53,154.78,152.71,153.15,4464270
2020-04-08,158.55,160.26,157.19,158.46,5895583
2020-04-09,154.52,154.93,154.01,154.01,7376197
2020-04-10,150.74,151.08,150.22,150.68,5390888
2020-04-13,150.16,152.41,149.47,149.69,6865857
2020-04-14,148.95,149.33,147.47,148.43,6606762
2020-04-15,150.24,151.24,148.16,150.73,6689613
2020-04-16,150.36,153.07,149.51,151.46,6966490
2020-04-17,147.65,148.88,145.84,146.74,2579264
2020-04-20,148.27,149.13,147.34,148.12,1128485
2020-04-21,145.57,148.7,144.17,146.58,2071861
2020-04-22,149.51,151.19,148.58,149.94,2747695
2020-04-23,148.66,149.96,148.08,148.2,5830675
2020-04-24,146.28,146.5,146.24,146.44,4569610
2020-04-27,147.49,148.51,146.77,147.8,4280495
2020-04-28,150.6,152.09,148.96,149.76,1063551
2020-04-29,150.27,152.23,149.93,150.9,5785988
2020-04-30,145.86,147.02,145.63,146.32,3549722
2020-05-01,147.82,147.85,147.15,147.69,6324390
2020-05-04,145.15,145.71,144.76,144.92,1789330
2020-05-05,145.8,146.46,145.3,145.51,3067194
2020-05-06,142.32,142.81,141.79,141.8,1382889
2020-05-07,143.04,143.44,142.25,142.93,2992553
2020-05-08,141.13,142.7,139.46,140.85,7463495
2020-05-11,137.48,138.34,137.0,137.62,4435820
2020-05-12,139.42,140.42,138.71,139.38,4076897
2020-05-13,140.03,140.61,139.8,139.96,2914845
2020-05-14,138.51,138.8,137.8,138.39,2854092
2020-05-15,142.44,142.67,141.45,142.0,5671066
2020-05-18,141.14,141.41,140.68,140.82,7896237
2020-05-19,140.86,141.39,139.64,140.84,6227113
2020-05-20,140.99,142.2,140.71,141.45,6158950
2020-05-21,139.84,140.73,139.74,139.81,4304272
2020-05-22,140.91,140.98,140.48,140.93,1690471
2020-05-25,139.63,141.32,138.28,139.52,6066598
2020-05-26,139.67,139.71,138.05,138.45,6661076
2020-05-27,141.56,142.65,140.39,141.86,4573062
2020-05-28,139.46,140.49,139.0,139.22,1640566
2020-05-29,133.9,134.41,133.27,133.33,5990102
2020-06-01,137.36,137.96,136.54,137.31,7447451
2020-06-02,145.19,146.23,143.84,143.85,2574777
2020-06-03,142.7,143.48,142.69,142.92,2116087
2020-06-04,138.33,138.44,137.02,138.15,6171901
2020-06-05,137.1,137.68,136.65,137.54,3322798
2020-06-08,136.81,138.06,136.54,137.0,6005868
2020-06-09,136.85,137.06,136.37,136.71,5922224
2020-06-10,134.63,135.71,133.8,134.17,2866239
2020-06-11,135.93,136.13,135.29,135.76,1295825
2020-06-12,137.91,139.03,136.84,137.22,4891796
2020-06-15,133.69,134.99,133.55,133.74,3854383
2020-06-16,135.41,136.95,133.08,135.59,6987181
2020-06-17,142.37,142.45,140.44,140.85,3505853
2020-06-18,141.65,142.2,140.51,141.42,2746658
2020-06-19,140.29,140.93,138.88,140.7,7021252
2020-06-22,140.08,141.71,139.98,140.47,6151858
2020-06-23,141.62,143.37,140.28,142.16,5328538
2020-06-24,138.44,138.77,137.3,137.93,7677767
2020-06-25,138.27,139.6,138.26,138.47,6480985
2020-06-26,137.71,137.75,136.56,137.64,7063693
2020-06-29,142.42,143.67,141.03,142.45,6593016
2020-06-30,142.59,142.81,142.1,142.17,3810640
2020-07-01,146.19,147.44,146.15,146.69,1436487
2020-07-02,143.37,144.61,142.21,143.99,5250454
2020-07-03,145.84,146.39,145.14,145.71,6354251
2020-07-06,147.1,147.41,145.98,146.75,7942390
2020-07-07,144.85,145.05,144.09,144.65,5771266
2020-07-08,144.82,146.96,144.39,145.29,4979061
2020-07-09,149.05,149.86,148.09,148.65,5030004
2020-07-10,147.48,147.92,145.6,147.92,1805193
2020-07-13,143.28,143.6,143.24,143.58,1051616
2020-07-14,143.07,143.96,141.8,143.61,1318015
2020-07-15,142.07,142.44,139.97,141.34,7334128
2020-07-16,140.84,141.1,140.33,140.48,6532201
2020-07-17,140.6,140.74,139.5,140.26,2821226
2020-07-20,136.67,137.96,135.42,135.99,3965398
2020-07-21,133.52,133.53,130.54,132.04,4385306
2020-07-22,132.22,134.01,131.35,133.13,2727690
2020-07-23,131.42,133.18,130.62,131.81,3958738
2020-07-24,125.49,125.9,123.81,125.8,3433704
2020-07-27,127.09,127.9,126.54,127.53,5863498
2020-07-28,127.54,128.5,127.47,128.1,6301610
2020-07-29,126.26,126.84,125.93,126.41,1689021
2020-07-30,122.81,124.84,122.11,123.41,4256731
2020-07-31,125.42,126.45,123.71,125.26,7938655
2020-08-03,126.05,127.54,125.88,126.02,7079496
2020-08-04,131.78,132.61,129.86,131.53,6556343
2020-08-05,132.79,133.27,131.41,132.52,6144479
2020-08-06,133.75,134.3,132.04,133.43,1030274
2020-08-07,132.81,133.07,132.28,133.01,7818099
2020-08-10,136.1,136.62,134.41,134.96,6146318
2020-08-11,136.57,137.03,136.38,136.45,7219526
2020-08-12,138.47,139.62,138.42,139.51,7362268
2020-08-13,137.59,138.52,135.12,138.15,2781830
2020-08-14,136.05,137.87,135.17,137.0,1096720
2020-08-17,135.77,135.98,135.57,135.76,5613414
2020-08-18,137.56,138.63,137.05,137.63,4212839
2020-08-19,141.06,141.69,141.06,141.32,1143801
2020-08-20,141.23,143.45,140.01,140.1,2895662
2020-08-21,139.29,140.42,138.12,138.99,7937747
2020-08-24,140.16,140.76,139.66,139.75,3543591
2020-08-25,138.62,139.21,138.19,139.13,2827042
2020-08-26,141.0,143.21,140.72,141.57,5581862
2020-08-27,136.02,137.1,135.53,136.0,5653565
2020-08-28,134.16,135.2,132.93,134.07,3324737
2020-08-31,131.32,132.93,130.58,132.3,6944075
2020-09-01,126.92,127.55,126.87,127.01,5062154
2020-09-02,124.98,125.1,124.09,124.97,2123252
2020-09-03,122.97,123.86,122.53,123.08,3274867
2020-09-04,122.39,123.7,122.23,122.79,6935155
2020-09-07,125.17,125.48,124.98,125.44,1625299
2020-09-08,124.97,125.73,124.61,125.06,1085719
2020-09-09,122.96,123.51,122.22,122.91,5595506
2020-09-10,123.24,123.81,122.06,122.94,4093839
2020-09-11,125.97,126.36,124.18,125.43,2769827
2020-09-14,123.23,123.54,123.05,123.37,4304263
2020-09-15,121.27,121.62,120.2,121.49,2285090
2020-09-16,123.05,123.49,122.09,122.83,3618634
2020-09-17,122.75,122.86,122.16,122.45,2637325
2020-09-18,123.78,124.21,122.79,124.0,5104693
2020-09-21,124.48,124.83,123.8,124.08,5715429
2020-09-22,126.27,126.78,125.22,125.78,7403896
2020-09-23,124.23,124.34,123.18,123.59,1474235
2020-09-24,124.58,124.64,123.37,123.7,3288923
2020-09-25,122.95,123.95,122.55,123.37,2851095
2020-09-28,120.86,121.48,120.34,120.85,5054819
2020-09-29,117.66,118.2,117.1,117.65,4731908
2020-09-30,119.23,119.59,118.37,119.27,7142237
2020-10-01,118.37,119.0,117.74,118.68,7433127
2020-10-02,115.97,116.86,115.55,116.66,6410967
2020-10-05,116.64,116.67,115.95,116.6,2392393
2020-10-06,118.75,119.61,117.34,119.11,1285132
2020-10-07,114.46,115.11,113.5,114.42,7294118
2020-10-08,111.11,112.07,110.85,111.46,7599535
2020-10-09,109.2,109.75,108.54,109.68,2752695
2020-10-12,112.74,113.68,112.38,112.64,1326528
2020-10-13,113.29,113.45,113.19,113.22,5764198
2020-10-14,115.05,115.49,114.6,114.79,5121309
2020-10-15,113.41,113.6,112.18,112.43,7221839
2020-10-16,110.26,110.43,109.94,110.14,5027475
2020-10-19,111.2,111.69,110.4,110.98,6322398
2020-10-20,110.56,111.51,109.51,111.04,6504731
2020-10-21,111.51,114.0,111.14,112.08,1068542
2020-10-22,112.36,112.61,110.28,111.65,2039101
2020-10-23,111.75,112.21,111.33,112.16,6460077
2020-10-26,111.97,112.74,111.81,112.44,2255592
2020-10-27,113.97,114.32,113.37,113.99,2442911
2020-10-28,115.59,116.7,115.35,115.63,6264748
2020-10-29,111.88,112.74,111.39,112.29,2431550
2020-10-30,107.69,108.13,107.57,107.82,2046533
2020-11-02,110.31,111.36,109.21,109.77,1094406
2020-11-03,111.77,112.64,111.3,112.13,4286115
2020-11-04,109.46,111.21,108.95,110.08,5457672
2020-11-05,106.83,107.24,105.91,106.43,6121536
2020-11-06,106.8,108.6,105.92,106.59,7339040
2020-11-09,108.09,108.6,108.0,108.36,5558693
2020-11-10,111.17,112.99,109.01,111.88,6295088
2020-11-11,112.53,113.48,111.82,112.87,2474229
2020-11-12,112.03,112.54,111.81,112.06,3383063
2020-11-13,110.72,111.59,109.63,110.21,3127721
2020-11-16,109.72,110.36,109.66,110.18,1455248
2020-11-17,109.5,109.95,108.57,109.54,7782824
2020-11-18,107.81,107.93,106.42,107.52,2688854
2020-11-19,110.48,112.05,109.5,111.54,4140694
2020-11-20,115.66,115.82,114.64,115.18,3498615
2020-11-23,117.03,117.94,116.15,117.58,1311202
2020-11-24,115.85,115.99,115.36,115.7,7323428
2020-11-25,117.68,118.58,116.69,117.56,2537094
2020-11-26,119.54,119.82,117.96,119.02,1702945
2020-11-27,120.36,121.65,119.92,120.09,3397045
2020-11-30,121.79,123.29,121.41,122.96,2006378
2020-12-01,124.14,125.09,123.46,124.53,7996425
2020-12-02,126.43,126.66,125.98,126.36,2322979
2020-12-03,127.89,128.44,127.48,127.99,3118840
2020-12-04,129.19,129.24,128.18,128.94,2898345
2020-12-07,125.43,126.31,124.95,125.03,1184770
2020-12-08,125.68,126.37,124.24,125.37,1090270
2020-12-09,124.16,124.6,122.66,124.26,4590451
2020-12-10,120.67,122.24,120.13,121.56,2629052
2020-12-11,125.2,125.99,124.63,125.42,1585237
2020-12-14,129.73,130.07,128.83,129.51,2918473
2020-12-15,132.26,133.91,131.38,132.84,3968542
2020-12-16,133.91,134.25,133.07,133.57,7946682
2020-12-17,137.48,137.93,136.5,136.98,3148232
2020-12-18,137.22,138.11,136.6,137.15,5932469
2020-12-21,136.1,138.56,134.59,137.79,6379389
2020-12-22,134.56,135.99,134.46,135.25,1354666
2020-12-23,137.41,137.79,136.0,136.38,4509233
2020-12-24,136.4,136.76,136.04,136.7,4140807
2020-12-25,132.65,135.22,131.07,133.71,4553864
2020-12-28,134.42,134.73,132.54,133.76,2201462
2020-12-29,133.75,135.24,133.44,133.75,4255475
2020-12-30,138.93,139.72,137.49,138.32,1860612
2020-12-31,140.89,142.03,139.96,140.73,7620788
2021-01-01,141.17,142.71,140.65,140.91,5109457
2021-01-04,141.87,142.91,141.34,141.67,1241582
2021-01-05,142.28,142.56,141.07,141.88,4539591
2021-01-06,142.72,142.76,140.78,141.43,7484341
2021-01-07,139.28,140.77,137.97,138.75,6200066
2021-01-08,137.51,138.79,136.05,138.38,2910646
2021-01-11,136.77,137.16,136.13,136.52,7246143
2021-01-12,134.06,135.31,132.73,133.45,2298660
2021-01-13,135.28,135.58,134.36,134.63,2726773
2021-01-14,135.29,136.11,133.32,135.52,2084992
2021-01-15,131.78,132.94,131.08,131.16,7460943
2021-01-18,131.29,131.43,129.66,130.81,6018373
2021-01-19,134.47,135.81,132.51,133.11,4625942
2021-01-20,135.2,136.47,135.17,135.61,5675399
2021-01-21,137.8,138.78,137.29,138.08,2811844
2021-01-22,137.97,138.18,137.64,138.14,1494605
2021-01-25,135.75,136.28,135.13,136.02,6920500
2021-01-26,132.9,133.97,132.25,133.37,7749487
2021-01-27,132.7,134.36,131.91,134.18,1248709
2021-01-28,134.85,135.33,133.89,135.09,1361795
2021-01-29,138.45,139.26,136.99,138.24,4916565
2021-02-01,140.71,143.21,139.19,140.99,1301178
2021-02-02,141.71,142.42,140.51,140.62,6051350
2021-02-03,137.48,137.61,137.22,137.47,7617481
2021-02-04,137.34,137.43,135.53,136.64,2959843
2021-02-05,137.26,137.59,136.53,137.12,3060443
2021-02-08,137.01,137.23,135.75,136.55,7044443
2021-02-09,135.22,135.47,134.23,135.07,3493295
2021-02-10,136.36,136.79,135.22,135.62,2681991
2021-02-11,134.36,134.55,134.18,134.33,1589942
2021-02-12,133.02,133.94,132.74,132.76,6879119
2021-02-15,133.66,134.24,132.6,133.46,7481348
2021-02-16,132.32,132.53,131.72,132.48,1549814
2021-02-17,133.27,133.42,132.0,133.06,6620638
2021-02-18,134.94,136.2,132.19,133.74,2119493
2021-02-19,130.94,131.31,130.74,131.08,1972047
2021-02-22,130.24,130.99,129.48,130.03,3666892
2021-02-23,134.21,135.21,132.32,133.54,4056828
2021-02-24,131.5,131.55,130.39,130.91,6978388
2021-02-25,126.16,126.32,125.52,126.15,5898248
2021-02-26,120.98,122.39,120.97,122.15,2012097
2021-03-01,122.62,122.81,121.17,122.37,5088513
2021-03-02,121.51,123.23,120.04,122.6,7128067
2021-03-03,123.22,123.39,121.9,122.5,5634720
2021-03-04,125.45,125.63,124.97,125.37,2608120
2021-03-05,120.1,120.91,119.22,119.62,1901835
2021-03-08,120.18,121.32,119.9,120.62,4167558
2021-03-09,123.42,125.78,123.12,124.19,4305358
2021-03-10,121.94,122.07,121.59,121.81,3469140
2021-03-11,121.08,121.66,119.85,121.1,1764844
2021-03-12,119.34,120.6,118.55,119.58,1826883
2021-03-15,117.81,118.01,117.02,117.77,4702899
2021-03-16,118.49,118.9,116.63,117.19,7610168
2021-03-17,120.76,120.86,119.71,120.36,5185553
2021-03-18,125.05,125.29,124.3,124.53,4067248
2021-03-19,124.34,124.46,123.08,123.92,7518987
2021-03-22,129.15,130.22,128.25,128.39,5832318
2021-03-23,128.54,128.7,128.38,128.63,6025413
2021-03-24,131.84,133.17,131.74,132.93,5026873
2021-03-25,132.78,134.36,131.18,132.89,6340202
2021-03-26,133.81,133.88,133.31,133.37,4512011
2021-03-29,133.9,136.31,133.37,134.43,5354461
2021-03-30,142.41,142.59,141.39,142.51,5316043
2021-03-31,144.46,147.24,143.22,144.86,6268552
2021-04-01,144.02,144.77,142.72,143.16,7288396
2021-04-02,146.22,146.93,145.75,145.78,3059861
2021-04-05,145.28,145.8,144.42,144.91,5895186
2021-04-06,144.03,144.68,143.42,143.68,1221595
2021-04-07,146.04,147.25,145.17,146.06,4727360
2021-04-08,146.24,146.55,145.4,146.13,7290975
2021-04-09,146.13,146.91,146.12,146.82,5516301
2021-04-12,145.52,148.46,144.76,146.81,2873885
2021-04-13,147.72,148.74,145.91,147.63,5244759
2021-04-14,148.88,148.89,148.63,148.69,3504218
2021-04-15,144.21,144.56,143.15,143.52,4031848
2021-04-16,146.09,146.43,145.06,145.18,2596681
2021-04-19,143.46,144.51,142.14,142.57,5373348
2021-04-20,138.31,139.46,138.19,138.86,2388368
2021-04-21,138.48,139.66,136.88,138.67,4104988
2021-04-22,139.12,140.49,138.58,138.85,7574746
2021-04-23,138.5,139.92,136.87,137.11,6303300
2021-04-26,139.98,140.9,137.49,139.16,3900489
2021-04-27,136.43,136.77,135.37,135.82,7782387
2021-04-28,134.61,136.16,133.14,134.82,1097637
2021-04-29,132.91,133.64,132.91,133.38,7719057
2021-04-30,133.67,134.12,131.82,133.25,3464925
2021-05-03,133.29,133.9,132.69,133.88,6745150
2021-05-04,131.31,132.24,131.06,131.43,7632635
2021-05-05,133.04,133.49,132.99,133.1,5212312
2021-05-06,134.04,135.01,132.69,133.19,5273451
2021-05-07,128.48,129.65,128.42,128.66,6245323
2021-05-10,122.93,124.44,122.27,124.14,2678237
2021-05-11,124.3,125.14,124.04,124.05,2246338
2021-05-12,123.16,123.74,122.93,123.5,3405688
2021-05-13,123.26,124.22,123.05,123.24,4353129
2021-05-14,123.11,123.37,122.38,123.15,6200131
2021-05-17,123.52,124.01,122.61,123.65,2801133
2021-05-18,126.2,127.27,125.3,125.8,4953486
2021-05-19,122.61,123.6,122.11,123.36,1024464
2021-05-20,120.61,121.76,120.34,120.86,1216472
2021-05-21,118.92,119.46,117.51,118.6,7767163
2021-05-24,119.04,119.38,118.22,119.34,6952044
2021-05-25,121.39,122.9,120.48,122.18,7046939
2021-05-26,121.71,122.01,121.19,121.38,3301020
2021-05-27,116.71,116.89,115.54,116.19,4595890
2021-05-28,112.81,113.32,112.63,112.83,5722926
2021-05-31,110.42,112.11,109.36,111.29,2779066
2021-06-01,110.63,111.57,109.38,110.32,6211132
2021-06-02,108.92,111.19,107.86,109.65,5850826
2021-06-03,109.99,110.68,109.3,109.85,3850889
2021-06-04,108.96,109.76,108.78,109.35,4043607
2021-06-07,111.03,112.62,110.62,111.55,3151472
2021-06-08,110.11,111.21,109.82,110.3,6623446
2021-06-09,108.62,109.87,107.86,108.7,7908316
2021-06-10,109.46,110.16,108.3,109.74,7996626
2021-06-11,107.1,107.31,106.09,106.85,6399778
2021-06-14,107.51,108.12,107.31,107.7,3443578
2021-06-15,108.44,108.87,107.54,108.01,6467568
2021-06-16,107.97,108.95,106.99,107.85,2710821
2021-06-17,110.79,111.26,110.79,111.1,7276012
2021-06-18,109.62,111.07,109.47,110.0,2871677
2021-06-21,113.56,115.99,112.77,114.31,3820072
2021-06-22,114.13,115.22,112.91,114.0,1653423
2021-06-23,111.4,112.25,111.37,111.55,1569500
2021-06-24,110.77,112.53,110.05,111.84,3758323
2021-06-25,109.58,110.81,109.25,109.82,4851411
2021-06-28,108.07,109.34,107.56,108.46,1121975
2021-06-29,110.02,111.62,108.49,109.33,6923187
2021-06-30,109.76,110.83,109.41,110.51,1800768
2021-07-01,108.7,110.2,108.1,109.33,7988804
2021-07-02,111.82,113.32,110.42,111.33,2901870
2021-07-05,114.3,114.47,112.56,113.68,3652975
2021-07-06,116.3,116.87,115.87,116.65,2119039
2021-07-07,117.44,118.2,116.76,117.74,6770974
2021-07-08,120.91,121.07,120.43,120.62,6125113
2021-07-09,115.46,116.82,114.62,116.55,1549860
2021-07-12,114.96,116.05,114.31,115.82,1739233
2021-07-13,113.84,114.18,113.02,113.97,5263861
2021-07-14,114.86,115.62,114.03,114.16,7061958
2021-07-15,112.74,113.39,112.71,112.94,1768693
2021-07-16,112.6,112.61,112.07,112.56,2547801
2021-07-19,116.93,117.55,115.96,116.4,4817423
2021-07-20,117.0,117.55,115.54,116.02,1760134
2021-07-21,116.6,117.86,116.53,116.87,3131891
2021-07-22,116.36,117.37,115.65,116.37,1070746
2021-07-23,117.36,117.89,114.91,116.51,4494103
2021-07-26,115.8,117.25,114.76,116.51,6006435
2021-07-27,117.92,118.46,117.22,117.44,3883853
2021-07-28,119.42,120.16,118.64,119.91,2796317
2021-07-29,123.53,124.35,122.73,123.48,3970521
2021-07-30,124.01,124.43,123.31,124.13,4566490
2021-08-02,124.92,125.56,124.42,125.4,2160031
2021-08-03,122.29,123.66,121.86,122.77,1781312
2021-08-04,122.65,123.0,122.46,122.51,2272721
2021-08-05,125.04,125.09,124.3,124.54,7897071
2021-08-06,126.37,127.56,126.0,126.43,6060661
2021-08-09,126.9,126.99,126.86,126.86,1877693
2021-08-10,129.16,129.39,127.83,128.86,3109536
2021-08-11,129.48,130.63,128.91,129.98,3883481
2021-08-12,133.21,133.77,132.78,132.82,2268447
2021-08-13,133.98,134.97,132.61,133.54,6961546
2021-08-16,134.12,134.16,132.18,132.74,7584091
2021-08-17,133.43,134.67,132.14,133.63,2714208
2021-08-18,126.63,128.36,126.6,126.86,1115827
2021-08-19,128.26,128.3,126.87,127.86,2868802
2021-08-20,120.26,120.29,119.76,119.87,5077711
2021-08-23,116.1,116.86,115.96,116.35,6659496
2021-08-24,117.27,119.13,116.65,117.45,3376822
2021-08-25,118.88,118.93,117.37,118.63,2913377
2021-08-26,115.94,116.61,115.22,116.32,2742047
2021-08-27,114.8,115.01,114.3,114.99,1020099
2021-08-30,118.05,119.46,117.6,118.0,1098137
2021-08-31,117.58,118.12,115.81,117.11,3995396
2021-09-01,121.77,122.79,120.84,122.07,5322869
2021-09-02,121.28,122.65,120.83,122.19,1087746
2021-09-03,122.26,123.81,121.6,123.2,2401961
2021-09-06,126.32,127.95,125.89,126.96,7368545
2021-09-07,126.7,128.39,126.58,127.37,7930493
2021-09-08,125.13,125.6,124.33,125.21,5492692
2021-09-09,124.49,125.42,124.38,125.08,4651711
2021-09-10,124.78,125.31,124.05,125.13,5081099
2021-09-13,121.85,122.82,121.49,122.23,3593405
2021-09-14,121.59,122.54,121.01,121.81,2411126
2021-09-15,120.98,121.74,119.28,120.34,3631614
2021-09-16,122.85,123.3,122.25,122.52,5899623
2021-09-17,122.77,123.53,122.08,122.76,5638399
2021-09-20,122.07,123.45,121.85,122.3,5740782
2021-09-21,122.01,122.38,121.66,122.22,5261045
2021-09-22,123.02,123.19,122.51,122.86,1423245
2021-09-23,124.65,125.92,124.07,124.36,5385259
2021-09-24,121.81,122.74,121.61,122.25,7165925
2021-09-27,120.08,120.3,119.3,120.06,5542254
2021-09-28,121.54,122.77,120.9,122.54,5055893
2021-09-29,121.77,121.96,121.2,121.67,2567674
2021-09-30,118.98,119.51,117.98,118.61,6547268
2021-10-01,119.42,120.11,118.71,119.55,4160998
2021-10-04,121.4,121.64,120.04,120.53,2840398
2021-10-05,116.79,117.39,116.42,117.21,4428899
2021-10-06,117.74,117.99,117.62,117.64,1854334
2021-10-07,119.12,120.12,118.11,119.14,7484789
2021-10-08,119.84,120.46,119.26,119.88,5917147
2021-10-11,121.14,121.65,120.56,121.2,3285852
2021-10-12,118.17,118.96,116.76,118.12,6557178
2021-10-13,119.18,119.5,118.28,118.78,1379213
2021-10-14,118.75,119.6,117.4,118.1,3702234
2021-10-15,117.05,117.69,116.54,117.05,5559694
2021-10-18,119.27,119.47,118.7,118.88,1165845
2021-10-19,121.73,122.83,120.01,122.07,5961082
2021-10-20,126.45,126.68,125.91,126.07,6727778
2021-10-21,128.68,129.61,128.26,129.07,5158911
2021-10-22,129.36,129.83,128.19,128.8,2442657
2021-10-25,130.74,131.27,129.32,129.59,6243590
2021-10-26,131.3,132.16,130.82,131.36,3373223
2021-10-27,130.45,131.8,129.99,131.6,6151273
2021-10-28,131.57,132.37,131.0,131.86,5397617
2021-10-29,134.42,135.43,133.15,133.76,1653859
2021-11-01,133.85,134.05,133.16,133.55,1699683
2021-11-02,131.87,132.58,129.98,131.74,1106144
2021-11-03,131.22,131.44,129.84,130.7,1503970
2021-11-04,132.4,134.17,131.55,132.14,3097601
2021-11-05,132.75,133.89,132.04,132.1,1179926
2021-11-08,133.38,133.63,132.14,132.89,7569303
2021-11-09,135.32,135.58,134.09,134.5,7416479
2021-11-10,133.82,134.19,132.64,133.62,2208253
2021-11-11,136.0,136.68,135.37,135.51,3179679
2021-11-12,136.35,137.48,136.0,136.52,6195345
2021-11-15,133.31,133.92,132.98,133.63,5624611
2021-11-16,138.21,138.43,137.27,137.28,5071334
2021-11-17,136.31,136.88,134.94,136.2,7924646
2021-11-18,132.79,134.16,131.87,132.36,5408564
2021-11-19,130.13,130.26,129.75,130.06,5686155
2021-11-22,127.56,127.95,127.26,127.86,4514628
2021-11-23,128.16,129.32,128.1,128.15,4675663
2021-11-24,128.42,129.16,126.59,127.69,3037236
2021-11-25,127.35,127.6,126.45,127.07,4646439
2021-11-26,127.76,128.64,127.0,128.64,7427201
2021-11-29,129.46,129.72,128.93,129.57,3638420
2021-11-30,131.37,131.65,129.94,130.44,1932562
2021-12-01,131.41,132.6,130.78,131.53,5198457
2021-12-02,132.15,134.35,131.48,133.11,6496376
2021-12-03,129.24,129.93,128.15,128.27,7711539
2021-12-06,127.9,128.64,126.47,127.55,4795148
2021-12-07,122.73,123.24,122.39,122.76,6516308
2021-12-08,122.78,123.44,122.62,122.97,2753301
2021-12-09,123.63,123.75,122.92,123.09,3969586
2021-12-10,125.31,125.73,125.28,125.58,3933292
2021-12-13,129.04,129.99,127.9,128.45,3327113
2021-12-14,129.37,129.73,128.62,129.09,6013135
2021-12-15,128.23,128.68,128.07,128.1,7184720
2021-12-16,129.47,129.93,129.27,129.4,3286055
